,STATE_ABBR,DATA_YEAR,STATE_POPULATION,STATE_TOTAL_CRIMES
919,MO,1998,5439000,494790
920,MO,1999,5468338,473373
921,MO,2000,5595211,479257
922,MO,2001,5637309,507294
923,MO,2002,5669544,491597
924,MO,2003,5719204,495195
925,MO,2004,5759532,477484
926,MO,2005,5797703,486095
927,MO,2006,5842713,479911
928,MO,2007,5878415,485057
929,MO,2010,5995715,430698
930,MO,2011,6008984,426569
931,MO,2012,6024522,428355
932,MO,2013,6044917,406733
933,MO,2014,6063827,381158
934,MO,1995,5324000,509895
935,MO,2015,6076204,379165
936,MO,1979,4868000,455280
937,MO,1980,4901288,505407
938,MO,1981,4938000,501825
939,MO,1982,4951000,464854
940,MO,1983,4970000,426554
941,MO,1984,5008000,407317
942,MO,1985,5029000,413815
943,MO,1986,5066000,442236
944,MO,1987,5103000,452652
945,MO,1988,5139000,469549
946,MO,1989,5159000,496382
947,MO,1990,5117073,487446
948,MO,1991,5158000,519322
949,MO,1992,5193000,490940
950,MO,1993,5234000,494425
951,MO,1994,5278000,521036
952,MS,2016,2985415,173780
953,MS,2017,2984100,171903
954,MS,2012,2986450,175974
955,MS,1996,2716000,232423
956,MS,1997,2731000,240096
957,MS,1998,2752000,229992
958,MS,1999,2768619,226791
959,MS,2000,2844658,217555
960,MS,2001,2859733,229224
961,MS,2002,2866733,229026
962,MS,2003,2882594,223070
963,MS,2004,2900768,210528
964,MS,2005,2908496,198593
965,MS,2006,2910540,194782
966,MS,2007,2918785,190594
967,MS,2008,2938618,180278
968,MS,2009,2951996,183515
969,MS,2010,2970072,185594
970,MS,2011,2977457,188077
971,MS,1995,2697000,229950
972,MS,2015,2989390,180029
973,MS,2013,2992206,171811
974,MS,2014,2993443,182604
975,MT,2016,1038656,60378
976,MT,2017,1050493,58580
977,MT,1996,879000,77583
978,MT,1997,879000,76345
979,MT,1998,880000,74925
980,MT,1999,882779,60296
981,MT,2000,902195,67203
982,MT,2001,905382,63537
983,MT,2002,910372,60699
984,MT,2003,918157,60207
985,MT,2004,926920,57153
986,MT,2005,934737,61448
987,MT,2006,944632,57536
988,MT,2007,957861,59592
989,MT,2008,967440,55830
990,MT,2009,974989,52628
991,MT,2010,990958,53723
992,MT,2011,997667,50683
993,MT,2012,1005494,55288
994,MT,2013,1014864,55460
995,MT,2014,1023252,54542
996,MT,1995,870000,81983
997,MT,2015,1032073,58347
998,MT,1979,786000,68358
999,MT,1980,781592,76802
1000,MT,1981,792000,77496
1001,MT,1982,801000,67617
1002,MT,1983,817000,74153
1003,MT,1984,824000,74718
1004,MT,1985,826000,73432
1005,MT,1986,819000,72075
1006,MT,1987,809000,73195
1007,MT,1988,804000,67625
1008,MT,1989,806000,63505
1009,MT,1990,799065,70677
1010,MT,1991,808000,57824
1011,MT,1992,824000,74344
1012,MT,1993,839000,78887
1013,MT,1994,856000,84406
1014,NB,2016,1907603,92055
1015,NB,2017,1920076,93199
1016,NB,2003,1737475,135483
1017,NB,2004,1747704,128417
1018,NB,2005,1758163,125748
1019,NB,1996,1652000,139402
1020,NB,1997,1657000,134699
1021,NB,1998,1663000,139011
1022,NB,1999,1666028,129721
1023,NB,2000,1711263,134564
1024,NB,2001,1720039,143140
1025,NB,2002,1727564,141784
1026,NB,2006,1768331,124019
1027,NB,2007,1774571,117054
1028,NB,2008,1783432,108270
1029,NB,2009,1796619,104661
1030,NB,2010,1830141,102747
1031,NB,2011,1842234,106460
1032,NB,2012,1855350,107208
1033,NB,2013,1868969,103343
1034,NB,1995,1637000,142533
1035,NB,2015,1893765,90361
1036,NB,2014,1882980,100253
1037,NB,1979,1574000,122146
1038,NB,1980,1563921,131148
1039,NB,1981,1576000,128815
1040,NB,1982,1586000,121679
1041,NB,1983,1597000,117501
1042,NB,1984,1606000,108679
1043,NB,1985,1606000,114849
1044,NB,1986,1598000,119032
1045,NB,1987,1594000,127710
1046,NB,1988,1601000,128190
1047,NB,1989,1611000,127329
1048,NB,1990,1578385,127789
1049,NB,1991,1593000,133392
1050,NB,1992,1606000,133290
1051,NB,1993,1607000,131521
1052,NB,1994,1623000,137814
1053,NC,2016,10156689,594628
1054,NC,2017,10273419,561581
1055,NC,1996,7323000,766300
1056,NC,1997,7425000,770415
1057,NC,1998,7546000,759507
1058,NC,1999,7650789,750468
1059,NC,2000,8049313,751893
1060,NC,2001,8206105,768019
1061,NC,2002,8305820,746534
1062,NC,2003,8421190,757563
1063,NC,2004,8540468,748900
1064,NC,2005,8672459,748360
1065,NC,2006,8856505,771186
1066,NC,2007,9061032,784224
1067,NC,2008,9222414,790789
1068,NC,2009,9380884,727308
1069,NC,2010,9560234,694889
1070,NC,2011,9651103,710759
1071,NC,2012,9748364,693458
1072,NC,2013,9848917,646317
1073,NC,2014,9940387,605226
1074,NC,1995,7195000,765020
1075,NC,2015,10035186,587857
1076,NC,1979,5606000,465235
1077,NC,1980,5843665,515759
1078,NC,1981,5951000,512010
1079,NC,1982,6019000,520051
1080,NC,1983,6082000,483991
1081,NC,1984,6165000,473759
1082,NC,1985,6255000,489257
1083,NC,1986,6331000,518370
1084,NC,1987,6413000,565353
1085,NC,1988,6526000,601867
1086,NC,1989,6571000,654548
1087,NC,1990,6628637,685944
1088,NC,1991,6737000,749091
1089,NC,1992,6843000,747494
1090,NC,1993,6945000,737932
1091,NC,1994,7070000,749102
1092,ND,2016,755548,36900
1093,ND,1996,644000,33837
1094,ND,1997,641000,34201
1095,ND,1998,638000,33640
1096,ND,1999,633666,29920
1097,ND,2000,642200,28865
1098,ND,2001,636550,30173
1099,ND,2002,633911,30020
1100,ND,2003,633400,27236
1101,ND,2004,636308,25544
1102,ND,2005,634605,26402
1103,ND,2006,635867,27973
1104,ND,2007,639715,27061
1105,ND,2008,641481,27610
1106,ND,2009,646844,27432
1107,ND,2010,674629,25650
1108,ND,2011,684740,28446
1109,ND,2012,701345,30420
1110,ND,2014,740040,33922
1111,ND,2017,755393,35439
1112,ND,1995,641000,36190
1113,ND,2015,756835,37459
1114,ND,2013,723857,32841
1115,ND,1979,657000,35809
1116,ND,1980,652437,38320
1117,ND,1981,658000,38918
1118,ND,1982,670000,35070
1119,ND,1983,680000,36021
1120,ND,1984,686000,35076
1121,ND,1985,685000,36386
1122,ND,1986,679000,35034
1123,ND,1987,672000,37694
1124,ND,1988,663000,35782
1125,ND,1989,660000,33387
1126,ND,1990,638800,36864
1127,ND,1991,635000,35067
1128,ND,1992,636000,36400
1129,ND,1993,635000,35296
1130,ND,1994,638000,34388
1131,NH,2016,1335015,43487
1132,NH,2017,1342795,39905
1133,NH,2007,1315828,54981
1134,NH,2010,1316807,60978
1135,NH,2011,1317807,68641
1136,NH,2013,1322616,63994
1137,NH,1996,1162000,64245
1138,NH,1997,1173000,60598
1139,NH,1998,1185000,56080
1140,NH,1999,1201134,53653
1141,NH,2004,1299169,55518
1142,NH,2005,1306819,49823
1143,NH,2006,1314895,53905
1144,NH,2008,1315809,59129
1145,NH,2009,1324575,59952
1146,NH,2012,1321617,67314
1147,NH,2014,1327996,55004
1148,NH,2000,1235786,57969
1149,NH,2001,1259359,56322
1150,NH,2002,1274405,54556
1151,NH,2003,1288705,54849
1152,NH,1995,1148000,59654
1153,NH,2015,1330111,49737
1154,NH,1979,887000,79987
1155,NH,1980,919114,84369
1156,NH,1981,935000,79443
1157,NH,1982,951000,71645
1158,NH,1983,959000,63174
1159,NH,1984,977000,60002
1160,NH,1985,998000,63503
1161,NH,1986,1027000,66967
1162,NH,1987,1057000,69697
1163,NH,1988,1097000,71524
1164,NH,1989,1107000,77755
1165,NH,1990,1109252,79411
1166,NH,1991,1105000,74878
1167,NH,1992,1111000,67053
1168,NH,1993,1125000,63812
1169,NH,1994,1137000,61002
1170,NJ,2016,8978416,298461
1171,NJ,2017,9005644,301350
1172,NJ,2012,8867749,389515
1173,NJ,1996,7988000,649773
1174,NJ,1997,8053000,613749
1175,NJ,1998,8115000,557340
1176,NJ,1999,8143412,520206
1177,NJ,2000,8414350,499572
1178,NJ,2001,8511116,514196
1179,NJ,2002,8575252,487682
1180,NJ,2003,8642412,472188
1181,NJ,2004,8685166,453569
1182,NJ,2005,8703150,437701
1183,NJ,2006,8724560,428190
1184,NJ,2007,8685920,414538
1185,NJ,2008,8682661,427831
1186,NJ,2009,8707739,389713
1187,NJ,2010,8799593,394133
1188,NJ,2011,8834773,407553
1189,NJ,1995,7945000,699764
1190,NJ,2015,8935421,314885
1191,NJ,2013,8911502,361656
1192,NJ,2014,8938844,333872
1193,NJ,1979,7332000,816783
1194,NJ,1980,7342164,895619
1195,NJ,1981,7401000,868060
1196,NJ,1982,7438000,799207
1197,NJ,1983,7468000,729896
1198,NJ,1984,7515000,690121
1199,NJ,1985,7562000,729306
1200,NJ,1986,7620000,755151
1201,NJ,1987,7672000,765817
1202,NJ,1988,7720000,772607
1203,NJ,1989,7736000,768175
1204,NJ,1990,7730188,792103
1205,NJ,1991,7760000,793681
1206,NJ,1992,7789000,740181
1207,NJ,1993,7879000,707124
1208,NJ,1994,7904000,688256
1209,NM,2016,2085432,178866
1210,NM,2017,2088070,181305
1211,NM,1996,1713000,211795
1212,NM,1997,1730000,224204
1213,NM,1998,1737000,216722
1214,NM,1999,1739844,192960
1215,NM,2000,1819046,186996
1216,NM,2001,1830935,180478
1217,NM,2002,1852044,174673
1218,NM,2003,1878562,166167
1219,NM,2004,1903006,172871
1220,NM,2005,1925985,171598
1221,NM,2006,1954599,164797
1222,NM,2007,1969915,164179
1223,NM,2008,1984356,164974
1224,NM,2009,2009671,162436
1225,NM,2010,2065913,154119
1226,NM,2011,2078674,159437
1227,NM,2012,2083540,162293
1228,NM,2013,2086895,171285
1229,NM,2014,2085567,160633
1230,NM,1995,1685000,202820
1231,NM,2015,2080328,168425
1232,NM,1979,1241000,136398
1233,NM,1980,1295474,146947
1234,NM,1981,1327000,155651
1235,NM,1982,1359000,169614
1236,NM,1983,1399000,167958
1237,NM,1984,1424000,168014
1238,NM,1985,1450000,177893
1239,NM,1986,1479000,185263
1240,NM,1987,1500000,186977
1241,NM,1988,1510000,189572
1242,NM,1989,1528000,190141
1243,NM,1990,1515069,190717
1244,NM,1991,1548000,193870
1245,NM,1992,1581000,188665
1246,NM,1993,1616000,187496
1247,NM,1994,1654000,189984
1248,NV,2016,2939254,172131
1249,NV,2017,2998039,173681
1250,NV,1999,1809253,158059
1251,NV,1998,1747000,173256
1252,NV,1996,1603000,179099
1253,NV,1997,1677000,190009
1254,NV,2009,2643085,181133
1255,NV,2010,2704283,168394
1256,NV,2000,1998257,160120
1257,NV,2001,2097722,167331
1258,NV,2002,2167455,181648
1259,NV,2003,2242207,206069
1260,NV,2004,2332898,210809
1261,NV,2005,2412301,219502
1262,NV,2006,2495529,223363
1263,NV,2007,2565382,214261
1264,NV,2008,2600167,199660
1265,NV,2011,2720028,156061
1266,NV,2012,2754354,172255
1267,NV,2013,2791494,175660
1268,NV,2014,2838281,167617
1269,NV,1995,1530000,186867
1270,NV,2015,2883758,174850
1271,NV,1979,702000,118130
1272,NV,1980,800312,134416
1273,NV,1981,845000,137629
1274,NV,1982,881000,132120
1275,NV,1983,891000,113580
1276,NV,1984,911000,113816
1277,NV,1985,936000,116832
1278,NV,1986,963000,114217
1279,NV,1987,1007000,121314
1280,NV,1988,1060000,128531
1281,NV,1989,1111000,132411
1282,NV,1990,1201833,138526
1283,NV,1991,1284000,153059
1284,NV,1992,1327000,155401
1285,NV,1993,1389000,159527
1286,NV,1994,1457000,179983
1287,NY,2016,19836286,685824
1288,NY,2017,19849399,673010
1289,NY,1996,18185000,1370706
1290,NY,1997,18137000,1293766
1291,NY,1998,18175000,1188489
1292,NY,1999,18196601,1086339
1293,NY,2000,18976457,1071267
1294,NY,2001,19084350,1014028
1295,NY,2002,19134293,979212
1296,NY,2003,19212425,953644
1297,NY,2004,19280727,930382
1298,NY,2005,19315721,897819
1299,NY,2006,19306183,881170
1300,NY,2007,19297729,848668
1301,NY,2008,19490297,856165
1302,NY,2009,19541453,831428
1303,NY,2010,19395206,837105
1304,NY,2011,19501616,822545
1305,NY,2012,19576125,831654
1306,NY,1995,18136000,1501367
1307,NY,2015,19747183,710577
1308,NY,2013,19695680,795938
1309,NY,2014,19748858,755284
1310,NY,1979,17649000,2028374
1311,NY,1980,17506690,2239733
1312,NY,1981,17594000,2241692
1313,NY,1982,17659000,2109571
1314,NY,1983,17667000,1924133
1315,NY,1984,17735000,1816095
1316,NY,1985,17783000,1822257
1317,NY,1986,17772000,1874864
1318,NY,1987,17825000,1942351
1319,NY,1988,17898000,2062086
1320,NY,1989,17950000,2056234
1321,NY,1990,17990455,2077290
1322,NY,1991,18058000,2045118
1323,NY,1992,18119000,1919667
1324,NY,1993,18197000,1825000
1325,NY,1994,18169000,1667123
1326,OH,2016,11622554,640186
1327,OH,2017,11658609,600208
1328,OH,2005,11470685,881572
1329,OH,1996,11173000,947766
1330,OH,1997,11186000,960804
1331,OH,1998,11209000,929504
1332,OH,1999,11256654,864144
1333,OH,2000,11353140,879813
1334,OH,2001,11389785,910253
1335,OH,2002,11408699,898080
1336,OH,2003,11437680,873151
1337,OH,2004,11450143,877461
1338,OH,2006,11478006,888159
1339,OH,2007,11466917,840036
1340,OH,2008,11485910,827427
1341,OH,2009,11542645,794667
1342,OH,2010,11537968,793230
1343,OH,2011,11541007,799446
1344,OH,2012,11553031,779252
1345,OH,1995,11151000,928647
1346,OH,2015,11605090,644305
1347,OH,2013,11572005,713207
1348,OH,2014,11596998,680325
1349,OH,1979,10731000,1051870
1350,OH,1980,10766808,1115928
1351,OH,1981,10776000,1120505
1352,OH,1982,10791000,1018062
1353,OH,1983,10746000,925483
1354,OH,1984,10752000,877452
1355,OH,1985,10744000,858764
1356,OH,1986,10752000,892034
1357,OH,1987,10784000,941364
1358,OH,1988,10872000,960924
1359,OH,1989,10907000,981395
1360,OH,1990,10847115,995842
1361,OH,1991,10939000,1039660
1362,OH,1992,11016000,969969
1363,OH,1993,11091000,939015
1364,OH,1994,11102000,936690
1365,OK,2016,3921207,254655
1366,OK,2017,3930864,244789
1367,OK,1996,3301000,353494
1368,OK,1997,3317000,345956
1369,OK,1998,3347000,316905
1370,OK,1999,3358044,297506
1371,OK,2000,3450654,297427
1372,OK,2001,3469577,301084
1373,OK,2002,3489700,313843
1374,OK,2003,3506469,320174
1375,OK,2004,3523546,316579
1376,OK,2005,3543442,304856
1377,OK,2006,3579212,277361
1378,OK,2007,3617316,276748
1379,OK,2008,3642361,273690
1380,OK,2009,3687050,284170
1381,OK,2010,3760184,278061
1382,OK,2011,3784163,273556
1383,OK,2012,3815780,281003
1384,OK,2013,3853118,270855
1385,OK,2014,3879610,251745
1386,OK,1995,3278000,345156
1387,OK,2015,3907414,245606
1388,OK,1979,2892000,260305
1389,OK,1980,3001252,290711
1390,OK,1981,3098000,286497
1391,OK,1982,3177000,317731
1392,OK,1983,3298000,311162
1393,OK,1984,3298000,309272
1394,OK,1985,3301000,344230
1395,OK,1986,3305000,383107
1396,OK,1987,3272000,380654
1397,OK,1988,3263000,350567
1398,OK,1989,3224000,338963
1399,OK,1990,3145585,335000
1400,OK,1991,3175000,341431
1401,OK,1992,3212000,328923
1402,OK,1993,3231000,321604
1403,OK,1994,3258000,341725
1404,OR,2016,4085989,255328
1405,OR,2017,4142776,260086
1406,OR,1996,3204000,369427
1407,OR,1997,3243000,392244
1408,OR,1998,3282000,356868
1409,OR,1999,3316154,319300
1410,OR,2001,3473441,339698
1411,OR,2002,3520355,332588
1412,OR,2003,3564330,350232
1413,OR,2004,3591363,343674
1414,OR,2005,3638871,330842
1415,OR,2006,3700758,286250
1416,OR,2007,3747455,277967
1417,OR,2008,3790060,261409
1418,OR,2009,3825657,240702
1419,OR,2010,3838332,243982
1420,OR,2011,3868229,254407
1421,OR,2012,3899801,263472
1422,OR,2014,3971202,257396
1423,OR,2000,3421399,319560
1424,OR,1995,3141000,395938
1425,OR,2015,4024634,250755
1426,OR,2013,3928068,260511
1427,OR,1979,2527000,308309
1428,OR,1980,2610477,336320
1429,OR,1981,2647000,359863
1430,OR,1982,2649000,335417
1431,OR,1983,2662000,319810
1432,OR,1984,2674000,320379
1433,OR,1985,2687000,346853
1434,OR,1986,2698000,367244
1435,OR,1987,2724000,364973
1436,OR,1988,2741000,371999
1437,OR,1989,2820000,332863
1438,OR,1990,2842321,306551
1439,OR,1991,2922000,321535
1440,OR,1992,2977000,331389
1441,OR,1993,3032000,334370
1442,OR,1994,3086000,372547
1443,PA,2016,12787085,487010
1444,PA,2017,12805537,464039
1445,PA,1996,12056000,799607
1446,PA,1997,12020000,771786
1447,PA,1998,12001000,735106
1448,PA,1999,11994016,696473
1449,PA,2000,12281054,684132
1450,PA,2001,12303104,677248
1451,PA,2002,12328827,651314
1452,PA,2003,12370761,650488
1453,PA,2004,12394471,650220
1454,PA,2005,12405348,653649
1455,PA,2006,12440621,664206
1456,PA,2007,12432792,641920
1457,PA,2008,12448279,653828
1458,PA,2009,12604767,604722
1459,PA,2010,12717722,601408
1460,PA,2011,12743948,614858
1461,PA,2012,12764475,600254
1462,PA,1995,12072000,760832
1463,PA,2015,12791904,506048
1464,PA,2013,12781296,570863
1465,PA,2014,12793767,536194
1466,PA,1979,11731000,780961
1467,PA,1980,11824220,840554
1468,PA,1981,11864000,829848
1469,PA,1982,11865000,776573
1470,PA,1983,11895000,719424
1471,PA,1984,11901000,690074
1472,PA,1985,11853000,680816
1473,PA,1986,11889000,694927
1474,PA,1987,11936000,711039
1475,PA,1988,12027000,720506
1476,PA,1989,12040000,763602
1477,PA,1990,11881643,774823
1478,PA,1991,11961000,797452
1479,PA,1992,12009000,763586
1480,PA,1993,12048000,737977
1481,PA,1994,12052000,737227
1482,RI,2016,1057566,40489
1483,RI,2017,1059639,39712
1484,RI,1996,990000,75635
1485,RI,1997,987000,68846
1486,RI,1998,988000,66428
1487,RI,1999,990819,68154
1488,RI,2000,1048319,69767
1489,RI,2001,1059659,74762
1490,RI,2002,1068326,73735
1491,RI,2003,1076084,67536
1492,RI,2004,1079916,65005
1493,RI,2005,1073579,61284
1494,RI,2006,1067610,58288
1495,RI,2007,1057832,57803
1496,RI,2008,1050788,62650
1497,RI,2009,1053209,58027
1498,RI,2010,1052528,56867
1499,RI,2011,1050646,58725
1500,RI,2012,1050304,56917
1501,RI,2013,1053354,54366
1502,RI,2014,1054907,48443
1503,RI,1995,990000,80399
1504,RI,2015,1055607,42813
1505,RI,1979,929000,103713
1506,RI,1980,945835,108362
1507,RI,1981,952000,107213
1508,RI,1982,958000,98927
1509,RI,1983,955000,92212
1510,RI,1984,962000,88632
1511,RI,1985,968000,88091
1512,RI,1986,975000,92327
1513,RI,1987,986000,100683
1514,RI,1988,995000,99621
1515,RI,1989,998000,100516
1516,RI,1990,1003464,103090
1517,RI,1991,1004000,96552
1518,RI,1992,1005000,88053
1519,RI,1993,1000000,85963
1520,RI,1994,997000,78390
1521,SC,2016,4959822,348883
1522,SC,2017,5024369,347260
1523,SC,1996,3699000,422847
1524,SC,1997,3760000,424039
1525,SC,1998,3836000,408567
1526,SC,1999,3885736,380894
1527,SC,2000,4012012,395805
1528,SC,2001,4062125,405222
1529,SC,2002,4103770,401377
1530,SC,2003,4148744,408639
1531,SC,2004,4197892,414072
1532,SC,2005,4246933,403802
1533,SC,2006,4321249,402746
1534,SC,2007,4407709,414579
1535,SC,2008,4479800,413712
1536,SC,2009,4561242,388250
1537,SC,2010,4637106,390953
1538,SC,2011,4673348,395331
1539,SC,2012,4723417,389385
1540,SC,1995,3673000,409379
1541,SC,2015,4894834,350805
1542,SC,2013,4771929,371537
1543,SC,2014,4829160,361279
1544,SC,1979,2932000,277191
1545,SC,1980,3064557,313147
1546,SC,1981,3166000,316529
1547,SC,1982,3203000,320375
1548,SC,1983,3264000,291313
1549,SC,1984,3300000,287147
1550,SC,1985,3347000,302905
1551,SC,1986,3378000,324293
1552,SC,1987,3425000,330815
1553,SC,1988,3493000,352217
1554,SC,1989,3512000,366120
1555,SC,1990,3486703,387508
1556,SC,1991,3560000,405339
1557,SC,1992,3603000,390625
1558,SC,1993,3643000,392839
1559,SC,1994,3664000,401984
1560,SD,2016,861542,38176
1561,SD,2017,869666,36542
1562,SD,1996,732000,42183
1563,SD,1997,738000,46439
1564,SD,1998,738000,37593
1565,SD,1999,733133,37545
1566,SD,2000,754844,33763
1567,SD,2001,758324,34117
1568,SD,2002,760437,33334
1569,SD,2003,764905,31977
1570,SD,2004,770621,31089
1571,SD,2005,774883,28775
1572,SD,2006,781919,29695
1573,SD,2007,796214,29713
1574,SD,2008,804194,30091
1575,SD,2009,812383,30617
1576,SD,2010,816598,32656
1577,SD,2011,823593,32845
1578,SD,2012,834047,37586
1579,SD,2014,853304,34963
1580,SD,1995,729000,43111
1581,SD,2015,857919,36869
1582,SD,2013,845510,35429
1583,SD,1979,689000,39690
1584,SD,1980,688217,43767
1585,SD,1981,685000,40562
1586,SD,1982,691000,35868
1587,SD,1983,700000,34826
1588,SD,1984,706000,35847
1589,SD,1985,708000,36427
1590,SD,1986,708000,37575
1591,SD,1987,709000,37125
1592,SD,1988,715000,36095
1593,SD,1989,715000,37429
1594,SD,1990,696004,39365
1595,SD,1991,703000,42013
1596,SD,1992,711000,41261
1597,SD,1993,715000,40812
1598,SD,1994,721000,43093
1599,TN,2016,6649404,425951
1600,TN,1996,5320000,538633
1601,TN,1997,5368000,549357
1602,TN,1998,5431000,508008
1603,TN,1999,5483535,476715
1604,TN,2000,5689283,516203
1605,TN,2001,5749398,548760
1606,TN,2002,5789796,540360
1607,TN,2003,5845208,553539
1608,TN,2004,5893298,551095
1609,TN,2005,5955745,557290
1610,TN,2006,6038803,545763
1611,TN,2007,6156719,552486
1612,TN,2008,6214888,548370
1613,TN,2009,6296254,517487
1614,TN,2010,6357436,505782
1615,TN,2011,6399787,501843
1616,TN,2012,6454914,478287
1617,TN,2013,6497269,454534
1618,TN,2014,6547779,442899
1619,TN,2017,6715984,439684
1620,TN,1995,5256000,523179
1621,TN,2015,6595056,433840
1622,TN,1979,4380000,333437
1623,TN,1980,4545590,388088
1624,TN,1981,4610000,378493
1625,TN,1982,4651000,390970
1626,TN,1983,4685000,357056
1627,TN,1984,4717000,345934
1628,TN,1985,4762000,374246
1629,TN,1986,4803000,409641
1630,TN,1987,4855000,427132
1631,TN,1988,4919000,413499
1632,TN,1989,4940000,418826
1633,TN,1990,4877185,459994
1634,TN,1991,4953000,495667
1635,TN,1992,5024000,478555
1636,TN,1993,5099000,495281
1637,TN,1994,5175000,491199
1638,TX,1996,19128000,2060734
1639,TX,1997,19439000,2013588
1640,TX,1998,19760000,1908558
1641,TX,1999,20044141,1904828
1642,TX,2000,20851820,1952969
1643,TX,2001,21370983,2075463
1644,TX,2002,21736925,2134566
1645,TX,2003,22103374,2155716
1646,TX,2004,22471549,2142958
1647,TX,2005,22928508,2101677
1648,TX,2006,23507783,2041294
1649,TX,2007,23904380,2098767
1650,TX,2008,24326974,2069630
1651,TX,2009,24782302,2117848
1652,TX,2010,25253466,2021251
1653,TX,2011,25631778,1895391
1654,TX,2012,26060796,1863831
1655,TX,2017,28304596,1578206
1656,TX,2016,27904862,1664373
1657,TX,1995,18724000,2004369
1658,TX,2015,27429639,1675194
1659,TX,2013,26505637,1837292
1660,TX,2014,26979078,1740569
1661,TX,1979,13385000,1518206
1662,TX,1980,14169829,1662938
1663,TX,1981,14755000,1706886
1664,TX,1982,15280000,1837776
1665,TX,1983,15724000,1777170
1666,TX,1984,15989000,1847519
1667,TX,1985,16370000,2060560
1668,TX,1986,16682000,2361719
1669,TX,1987,16789000,2487077
1670,TX,1988,16780000,2581239
1671,TX,1989,16991000,2581843
1672,TX,1990,16986510,2529645
1673,TX,1991,17349000,2567311
1674,TX,1992,17656000,2349927
1675,TX,1993,18031000,2184643
1676,TX,1994,18378000,2028612
1677,UT,2004,2420708,201171
1678,UT,2005,2490334,196704
1679,UT,1996,2000000,232796
1680,UT,1997,2059000,240016
1681,UT,1998,2100000,224649
1682,UT,1999,2129836,206129
1683,UT,2000,2233169,194205
1684,UT,2006,2550063,184915
1685,UT,2007,2645330,192844
1686,UT,2008,2736424,191223
1687,UT,2009,2784572,189838
1688,UT,2010,2775479,182840
1689,UT,2011,2814347,174007
1690,UT,2012,2854871,178787
1691,UT,2013,2902787,183544
1692,UT,2001,2278712,187300
1693,UT,2002,2318789,200770
1694,UT,2003,2352119,206057
1695,UT,2017,3101833,180110
1696,UT,2016,3044321,188791
1697,UT,2014,2944498,177702
1698,UT,1995,1951000,231249
1699,UT,2015,2990632,186970
1700,UT,1979,1367000,145994
1701,UT,1980,1458729,167139
1702,UT,1981,1516000,169813
1703,UT,1982,1554000,161342
1704,UT,1983,1619000,161574
1705,UT,1984,1652000,153441
1706,UT,1985,1645000,170542
1707,UT,1986,1665000,177989
1708,UT,1987,1680000,184925
1709,UT,1988,1691000,184556
1710,UT,1989,1707000,189571
1711,UT,1990,1722850,190132
1712,UT,1991,1770000,193433
1713,UT,1992,1813000,199911
1714,UT,1993,1860000,189231
1715,UT,1994,1908000,196474
1716,VA,1996,6675000,506982
1717,VA,1997,6734000,498795
1718,VA,1998,6791000,475037
1719,VA,1999,6872912,442146
1720,VA,2000,7078515,408753
1721,VA,2001,7196750,435951
1722,VA,2002,7287829,436822
1723,VA,2003,7365284,421388
1724,VA,2004,7481332,421344
1725,VA,2005,7564327,422242
1726,VA,2006,7642884,402197
1727,VA,2007,7712091,406234
1728,VA,2008,7769089,415000
1729,VA,2009,7882590,407594
1730,VA,2010,8023953,393239
1731,VA,2011,8104384,382997
1732,VA,2012,8186628,373795
1733,VA,2016,8414380,333953
1734,VA,2017,8470020,322162
1735,VA,2014,8328098,341252
1736,VA,1995,6618000,504089
1737,VA,2015,8367587,333205
1738,VA,2013,8270345,360424
1739,VA,1979,5197000,437670
1740,VA,1980,5323412,475529
1741,VA,1981,5426000,489424
1742,VA,1982,5491000,450396
1743,VA,1983,5550000,423500
1744,VA,1984,5636000,409822
1745,VA,1985,5706000,414455
1746,VA,1986,5787000,429024
1747,VA,1987,5904000,450122
1748,VA,1988,5996000,482932
1749,VA,1989,6098000,494571
1750,VA,1990,6187358,527820
1751,VA,1991,6286000,555779
1752,VA,1992,6377000,524329
1753,VA,1993,6491000,510110
1754,VA,1994,6552000,506963
1755,VT,1996,589000,34660
1756,VT,1997,589000,32611
1757,VT,1998,591000,36476
1758,VT,1999,593740,32794
1759,VT,2000,608827,35679
1760,VT,2001,612978,33312
1761,VT,2002,616408,30542
1762,VT,2003,619343,28313
1763,VT,2004,621233,29831
1764,VT,2005,622387,30280
1765,VT,2006,623908,30745
1766,VT,2007,621254,30285
1767,VT,2008,621270,32747
1768,VT,2009,621760,30934
1769,VT,2010,625909,29194
1770,VT,2011,626592,31160
1771,VT,2012,625953,32270
1772,VT,2016,623354,20303
1773,VT,2017,623657,18991
1774,VT,2014,626767,20120
1775,VT,1995,585000,39482
1776,VT,2015,626088,18902
1777,VT,2013,626855,28612
1778,VT,1979,493000,51342
1779,VT,1980,511299,50098
1780,VT,1981,515000,51467
1781,VT,1982,516000,47765
1782,VT,1983,525000,42698
1783,VT,1984,530000,41291
1784,VT,1985,535000,40812
1785,VT,1986,541000,42223
1786,VT,1987,548000,46064
1787,VT,1988,556000,46363
1788,VT,1989,567000,45611
1789,VT,1990,562758,48142
1790,VT,1991,567000,44190
1791,VT,1992,570000,38250
1792,VT,1993,576000,45104
1793,VT,1994,580000,37142
1794,WA,1990,4866692,581290
1795,WA,1991,5018000,606454
1796,WA,1992,5136000,606616
1797,WA,1993,5255000,598546
1798,WA,1994,5343000,616785
1799,WA,1996,5533000,630079
1800,WA,1997,5610000,640208
