,STATE_ABBR,DATA_YEAR,HATE_CRIMES,POPULATION_SAME_AREA,TOTAL_CRIMES_SAME_AREA,STATE_POPULATION,STATE_TOTAL_CRIMES,HATE_CRIMES_100K,HATE_CRIMES_PCT_TOTAL_CRIME
172,LA,2009,13,611738.0,51615.0,4492076.0,374827.0,0.28939848746993596,0.003468266693701361
173,LA,2010,13,503046.0,33607.0,4545343.0,357284.0,0.28600701861223676,0.0036385620402816805
174,LA,2011,5,216323.0,15840.0,4574766.0,363129.0,0.10929520766745228,0.001376921149233468
175,LA,2012,4,648581.0,44604.0,4602134.0,348757.0,0.08691620018017727,0.0011469303841930055
176,LA,2013,24,972858.0,84317.0,4629284.0,355957.0,0.5184387045599277,0.006742387423199993
177,LA,2014,9,556180.0,54703.0,4648990.0,346995.0,0.19359043577207094,0.0025936973155232784
178,LA,2015,38,1347816.0,117276.0,4668960.0,341196.0,0.8138857475754773,0.011137293520439864
179,LA,2016,26,870849.0,74365.0,4686157.0,336033.0,0.5548256279078998,0.007737335321233331
180,LA,2017,42,1524072.0,120856.0,4684333.0,342110.0,0.8966057707682182,0.012276753091111045
181,MA,2008,336,3041185.0,213446.0,6497967.0,342666.0,5.17084805139823,0.09805466547600288
182,MA,2009,317,3236427.0,217525.0,6593587.0,337567.0,4.807701786599616,0.09390728359110932
183,MA,2010,316,3026747.0,206774.0,6555466.0,340386.0,4.8204048346829955,0.09283578055501696
184,MA,2011,368,3136698.0,209240.0,6607003.0,326454.0,5.569847629855776,0.11272644844296593
185,MA,2012,290,3259550.0,189101.0,6645303.0,314312.0,4.363984606871951,0.09226501056275294
186,MA,2013,351,3350579.0,195355.0,6708874.0,302324.0,5.231876466900407,0.11610060729548431
187,MA,2014,376,3557941.0,187319.0,6755124.0,278131.0,5.566145047818515,0.13518809481862862
188,MA,2015,411,3426728.0,162645.0,6784240.0,255933.0,6.05815831987076,0.16058890412725205
189,MA,2016,394,3356787.0,153384.0,6823721.0,239277.0,5.773975811730872,0.16466271308984984
190,MA,2017,434,3809909.0,155470.0,6859819.0,222090.0,6.326697541145036,0.19541627268224593
191,MD,2008,100,4502322.0,381235.0,5633597.0,434002.0,1.7750648475565434,0.023041368472956347
192,MD,2009,102,4561450.0,344976.0,5699478.0,399975.0,1.7896375773360298,0.0255015938496156
193,MD,2010,80,4255593.0,304056.0,5785681.0,379822.0,1.3827240043134075,0.021062497696289314
194,MD,2011,49,4327447.0,292271.0,5839572.0,363983.0,0.8391025917652869,0.013462167189126965
195,MD,2012,35,2793164.0,192106.0,5884868.0,354071.0,0.5947457105240084,0.009885023060346654
196,MD,2013,51,4123493.0,261933.0,5938737.0,345276.0,0.8587684553129732,0.014770792062002571
197,MD,2014,16,2495737.0,164945.0,5975346.0,328536.0,0.26776692094482896,0.00487009034017581
198,MD,2015,41,3151470.0,168866.0,5994983.0,314247.0,0.6839051920580926,0.013047061706237451
199,MD,2016,39,3556941.0,219515.0,6024752.0,309423.0,0.6473295498304329,0.012604105060063408
200,MD,2017,101,3884646.0,227440.0,6052177.0,300210.0,1.6688209878858469,0.03364311648512708
201,ME,2008,63,518746.0,31161.0,1316456.0,66636.0,4.785575818713273,0.09454349000540249
202,ME,2009,50,454449.0,26318.0,1318301.0,65238.0,3.792760530409975,0.07664244765320825
203,ME,2010,61,395092.0,27718.0,1327379.0,67675.0,4.59552245440074,0.09013668267454747
204,ME,2011,55,353746.0,22602.0,1328544.0,69563.0,4.139870414528988,0.07906502019751879
205,ME,2012,52,323033.0,25184.0,1328501.0,68661.0,3.9141859885690717,0.07573440526645403
206,ME,2013,25,263285.0,17226.0,1328702.0,62823.0,1.8815355136065122,0.0397943428362224
207,ME,2014,28,264742.0,14683.0,1330256.0,54655.0,2.104858012292371,0.05123044552191016
208,ME,2015,38,249806.0,14163.0,1329453.0,50540.0,2.8583184211852544,0.07518796992481203
209,ME,2016,41,266033.0,15514.0,1330232.0,45682.0,3.082169125385647,0.08975088656363557
210,ME,2017,32,227466.0,11656.0,1335907.0,42036.0,2.3953763248489603,0.07612522599676468
211,MI,2008,577,6026452.0,491928.0,10003422.0,644574.0,5.76802618144071,0.08951648685798683
212,MI,2009,315,6056875.0,450293.0,9969727.0,620537.0,3.15956495097609,0.05076248475111073
213,MI,2010,304,6123175.0,423215.0,9877143.0,594700.0,3.0778130882584165,0.051118210862619806
214,MI,2011,378,6082415.0,407144.0,9876801.0,549052.0,3.82715010659828,0.06884593808965271
215,MI,2012,634,6804738.0,444099.0,9882519.0,545885.0,6.415368389375218,0.11614167819229325
216,MI,2013,333,5831258.0,375797.0,9898193.0,507026.0,3.364250424294616,0.06567710531609819
217,MI,2014,320,5462496.0,318635.0,9916306.0,449644.0,3.2270081217743782,0.07116741244184288
218,MI,2015,309,5430868.0,292163.0,9917715.0,426117.0,3.115637019212591,0.07251529509500912
219,MI,2016,406,6031445.0,331015.0,9933445.0,428055.0,4.087202375409538,0.09484762472112229
220,MI,2017,457,5571154.0,303843.0,9962311.0,405420.0,4.587289033638882,0.11272260865275517
221,MN,2008,164,2189181.0,184247.0,5220393.0,314039.0,3.1415259349248226,0.052222813090093904
222,MN,2009,153,1795373.0,143116.0,5266214.0,292344.0,2.9053130009528667,0.05233560463016173
223,MN,2010,127,1810633.0,143683.0,5310658.0,286175.0,2.3914174100459866,0.04437843976587752
224,MN,2011,148,2159256.0,158939.0,5347299.0,285470.0,2.767752467180159,0.05184432689949907
225,MN,2012,72,1596059.0,133810.0,5379646.0,289665.0,1.3383780271043857,0.024856299518409196
226,MN,2013,144,1939826.0,147656.0,5422060.0,275824.0,2.655817161742954,0.052207204594234
227,MN,2014,98,1800859.0,132867.0,5457125.0,263900.0,1.7958173946904277,0.03713527851458886
228,MN,2015,109,1947433.0,135798.0,5482435.0,257885.0,1.9881676663745214,0.04226690191364368
229,MN,2016,119,2008060.0,134150.0,5525050.0,249308.0,2.153826662202152,0.04773212251512186
230,MN,2017,146,2445272.0,160923.0,5576606.0,258240.0,2.6180798858660626,0.056536555142503095
231,MO,2008,99,2090913.0,262169.0,5911605.0,464555.0,1.6746721068136319,0.02131071670738664
232,MO,2009,125,2495054.0,262273.0,5987580.0,434703.0,2.0876547787252946,0.028755265089037804
233,MO,2010,142,2483165.0,267859.0,5995715.0,430698.0,2.3683580690543162,0.03296973749587878
234,MO,2011,121,2253906.0,253994.0,6008984.0,426569.0,2.013651559065559,0.028365868124500374
235,MO,2012,104,2110813.0,227337.0,6024522.0,428355.0,1.7262780350042708,0.024278927525066826
236,MO,2013,105,2173463.0,226958.0,6044917.0,406733.0,1.736996554295121,0.02581546124853405
237,MO,2014,76,2081652.0,200345.0,6063827.0,381158.0,1.2533339094271654,0.019939237796399393
238,MO,2015,100,2086315.0,215713.0,6076204.0,379165.0,1.6457643620918587,0.026373742302163966
239,MO,2016,89,2000323.0,189495.0,6091176.0,374391.0,1.4611300018255917,0.02377193896220796
240,MO,2017,104,2049012.0,194301.0,6113532.0,379958.0,1.7011442812436413,0.02737144631775091
241,MS,2008,4,32060.0,2948.0,2938618.0,180278.0,0.13611840667960245,0.0022187954159686705
242,MS,2009,2,69926.0,9008.0,2951996.0,183515.0,0.06775076930998551,0.0010898291692777158
243,MS,2010,11,67793.0,7796.0,2970072.0,185594.0,0.3703613919123846,0.005926915740810587
244,MS,2011,1,68049.0,7625.0,2977457.0,188077.0,0.03358570753498707,0.000531697124050256
245,MS,2012,18,114406.0,12177.0,2986450.0,175974.0,0.6027222957022552,0.010228783797606465
246,MS,2013,4,115607.0,12412.0,2992206.0,171811.0,0.13368063562468627,0.002328139641815716
247,MS,2014,2,88304.0,8048.0,2993443.0,182604.0,0.06681269695130324,0.0010952662592276182
248,MS,2016,20,149973.0,9176.0,2985415.0,173780.0,0.6699236119601463,0.011508804235239959
249,MS,2017,49,121584.0,9913.0,2984100.0,171903.0,1.6420361247947455,0.02850444727549839
250,MT,2008,28,406167.0,29914.0,967440.0,55830.0,2.894236335069875,0.05015224789539674
251,MT,2009,28,466727.0,29008.0,974989.0,52628.0,2.8718272718974265,0.05320361784601353
252,MT,2010,31,387169.0,28412.0,990958.0,53723.0,3.1282859616653784,0.05770340450086555
253,MT,2011,23,351383.0,22624.0,997667.0,50683.0,2.305378447918995,0.04538010772842965
254,MT,2012,36,425811.0,28708.0,1005494.0,55288.0,3.5803296687996147,0.06511358703516133
255,MT,2013,36,406536.0,35096.0,1014864.0,55460.0,3.5472733292342618,0.06491164803461955
256,MT,2014,35,449721.0,30060.0,1023252.0,54542.0,3.420467294469007,0.06417073081295149
257,MT,2015,45,328035.0,25219.0,1032073.0,58347.0,4.360156694342358,0.07712478790683326
258,MT,2016,21,225615.0,18389.0,1038656.0,60378.0,2.0218436132848607,0.03478088045314519
259,MT,2017,21,529501.0,35236.0,1050493.0,58580.0,1.9990613930792496,0.03584841242744964
260,NB,2008,100,844934.0,0.0,1783432.0,108270.0,5.607166407241767,0.09236168837166343
261,NB,2009,78,789989.0,0.0,1796619.0,104661.0,4.341488095138702,0.07452632785851464
262,NB,2010,61,700191.0,0.0,1830141.0,102747.0,3.333076522519303,0.05936912999892941
263,NB,2011,36,782573.0,0.0,1842234.0,106460.0,1.9541491471767432,0.033815517565282734
264,NB,2012,9,102090.0,0.0,1855350.0,107208.0,0.4850836769342712,0.0083948959032908
265,NB,2013,33,842177.0,0.0,1868969.0,103343.0,1.7656793665384498,0.03193249663741134
266,NB,2014,47,762434.0,0.0,1882980.0,100253.0,2.496043505507228,0.04688139008308978
267,NB,2015,19,728837.0,0.0,1893765.0,90361.0,1.0032923831626415,0.021026770398733966
268,NB,2016,31,863764.0,0.0,1907603.0,92055.0,1.6250760771502246,0.03367552006952365
269,NB,2017,48,905797.0,0.0,1920076.0,93199.0,2.4999010455836124,0.05150269852680823
