,ORI,DATA_YEAR,POPULATION
968,CA0192J0X,2009,13058
969,CA0192J0X,2008,13100
970,CA0192U0X,2017,0
971,CA0192U0X,2016,0
972,CA0192U0X,2015,0
973,CA0192U0X,2014,0
974,CA0192U0X,2013,0
975,CA0192U0X,2012,0
976,CA0192U0X,2011,0
977,CA0192U0X,2010,0
978,CA0192U0X,2009,0
979,CA0192U0X,2008,0
980,CA0193100,2017,59004
981,CA0193100,2016,59692
982,CA0193100,2015,59668
983,CA0193100,2014,59064
984,CA0193100,2013,58852
985,CA0193100,2012,59079
986,CA0193100,2011,58797
987,CA0193100,2010,58114
988,CA0193100,2009,60840
989,CA0193100,2008,61307
990,CA0193300,2017,110811
991,CA0193300,2016,112059
992,CA0193300,2015,112450
993,CA0193300,2014,111997
994,CA0193300,2013,111672
995,CA0193300,2012,111488
996,CA0193300,2011,110962
997,CA0193300,2010,109673
998,CA0193300,2009,112712
999,CA0193300,2008,113454
1000,CA0193500,2017,81317
1001,CA0193500,2016,81921
1002,CA0193500,2015,82047
1003,CA0193500,2014,81382
1004,CA0193500,2013,81086
1005,CA0193500,2012,81382
1006,CA0193500,2011,80989
1007,CA0193500,2010,80048
1008,CA0193500,2009,78334
1009,CA0193500,2008,78894
1010,CA0193600,2017,49328
1011,CA0193600,2016,49715
1012,CA0193600,2015,49685
1013,CA0193600,2014,49277
1014,CA0193600,2013,49150
1015,CA0193600,2012,49312
1016,CA0193600,2011,49097
1017,CA0193600,2010,48527
1018,CA0193600,2009,50139
1019,CA0193600,2008,50170
1020,CA0193800,2017,32613
1021,CA0193800,2016,33011
1022,CA0193800,2015,32595
1023,CA0193800,2014,32067
1024,CA0193800,2013,31439
1025,CA0193800,2012,31575
1026,CA0193800,2011,31428
1027,CA0193800,2010,31063
1028,CA0193800,2009,33842
1029,CA0193800,2008,33298
1030,CA0194000,2017,20764
1031,CA0194000,2016,20889
1032,CA0194000,2015,20893
1033,CA0194000,2014,20677
1034,CA0194000,2013,20622
1035,CA0194000,2012,20591
1036,CA0194000,2011,20494
1037,CA0194000,2010,20256
1038,CA0194000,2009,20164
1039,CA0194000,2008,20276
1040,CA0194100,2017,471397
1041,CA0194100,2016,476476
1042,CA0194100,2015,476318
1043,CA0194100,2014,471123
1044,CA0194100,2013,469665
1045,CA0194100,2012,469893
1046,CA0194100,2011,467691
1047,CA0194100,2010,462257
1048,CA0194100,2009,463969
1049,CA0194100,2008,467055
1050,CA0194200,2017,4007147
1051,CA0194200,2016,4007905
1052,CA0194200,2015,3962726
1053,CA0194200,2014,3906772
1054,CA0194200,2013,3878725
1055,CA0194200,2012,3855122
1056,CA0194200,2011,3837207
1057,CA0194200,2010,3792621
1058,CA0194200,2009,3848776
1059,CA0194200,2008,3850920
1060,CA0194300,2017,71453
1061,CA0194300,2016,72471
1062,CA0194300,2015,72398
1063,CA0194300,2014,71812
1064,CA0194300,2013,71077
1065,CA0194300,2012,70908
1066,CA0194300,2011,70592
1067,CA0194300,2010,69772
1068,CA0194300,2009,70032
1069,CA0194300,2008,70381
1070,CA0194400,2017,35843
1071,CA0194400,2016,35955
1072,CA0194400,2015,36065
1073,CA0194400,2014,35872
1074,CA0194400,2013,35930
1075,CA0194400,2012,35719
1076,CA0194400,2011,35548
1077,CA0194400,2010,35135
1078,CA0194400,2009,36907
1079,CA0194400,2008,36866
1080,CA0194500,2017,27671
1081,CA0194500,2016,27985
1082,CA0194500,2015,28070
1083,CA0194500,2014,27833
1084,CA0194500,2013,27744
1085,CA0194500,2012,27850
1086,CA0194500,2011,27717
1087,CA0194500,2010,27395
1088,CA0194500,2009,28234
1089,CA0194500,2008,28411
1090,CA0194900,2017,106278
1091,CA0194900,2016,107453
1092,CA0194900,2015,107470
1093,CA0194900,2014,106838
1094,CA0194900,2013,106518
1095,CA0194900,2012,107295
1096,CA0194900,2011,106790
1097,CA0194900,2010,105549
1098,CA0194900,2009,102807
1099,CA0194900,2008,103612
1100,CA0195000,2017,158094
1101,CA0195000,2016,159441
1102,CA0195000,2015,159613
1103,CA0195000,2014,158210
1104,CA0195000,2013,156522
1105,CA0195000,2012,155294
1106,CA0195000,2011,154546
1107,CA0195000,2010,152750
1108,CA0195000,2009,146377
1109,CA0195000,2008,144109
1110,CA0195200,2017,55041
1111,CA0195200,2016,55673
1112,CA0195200,2015,55727
1113,CA0195200,2014,55194
1114,CA0195200,2013,54868
1115,CA0195200,2012,54997
1116,CA0195200,2011,54734
1117,CA0195200,2010,54098
1118,CA0195200,2009,55220
1119,CA0195200,2008,55636
1120,CA0195300,2017,142891
1121,CA0195300,2016,143288
1122,CA0195300,2015,141815
1123,CA0195300,2014,140373
1124,CA0195300,2013,139003
1125,CA0195300,2012,139382
1126,CA0195300,2011,138734
1127,CA0195300,2010,137122
1128,CA0195300,2009,144063
1129,CA0195300,2008,144545
1130,CA0195500,2017,153066
1131,CA0195500,2016,154109
1132,CA0195500,2015,154410
1133,CA0195500,2014,151899
1134,CA0195500,2013,151366
1135,CA0195500,2012,151511
1136,CA0195500,2011,150810
1137,CA0195500,2010,149058
1138,CA0195500,2009,153217
1139,CA0195500,2008,153201
1140,CA0195600,2017,68051
1141,CA0195600,2016,68447
1142,CA0195600,2015,68492
1143,CA0195600,2014,68075
1144,CA0195600,2013,67993
1145,CA0195600,2012,67856
1146,CA0195600,2011,67533
1147,CA0195600,2010,66748
1148,CA0195600,2009,67268
1149,CA0195600,2008,67469
1150,CA0195800,2017,8259
1151,CA0195800,2016,8297
1152,CA0195800,2015,8296
1153,CA0195800,2014,8233
1154,CA0195800,2013,8229
1155,CA0195800,2012,8202
1156,CA0195800,2011,8162
1157,CA0195800,2010,8067
1158,CA0195800,2009,7879
1159,CA0195800,2008,7849
1160,CA0195900,2017,54615
1161,CA0195900,2016,55129
1162,CA0195900,2015,55231
1163,CA0195900,2014,54748
1164,CA0195900,2013,54587
1165,CA0195900,2012,54656
1166,CA0195900,2011,54396
1167,CA0195900,2010,53764
1168,CA0195900,2009,54501
1169,CA0195900,2008,54633
1170,CA0196000,2017,34499
1171,CA0196000,2016,34884
1172,CA0196000,2015,34955
1173,CA0196000,2014,33953
1174,CA0196000,2013,33854
1175,CA0196000,2012,33923
1176,CA0196000,2011,33763
1177,CA0196000,2010,33371
1178,CA0196000,2009,35043
1179,CA0196000,2008,35289
1180,CA0196100,2017,24899
1181,CA0196100,2016,25194
1182,CA0196100,2015,24823
1183,CA0196100,2014,24362
1184,CA0196100,2013,23955
1185,CA0196100,2012,24039
1186,CA0196100,2011,23923
1187,CA0196100,2010,23645
1188,CA0196100,2009,23856
1189,CA0196100,2008,23842
1190,CA0196200,2017,40531
1191,CA0196200,2016,40580
1192,CA0196200,2015,40714
1193,CA0196200,2014,40409
1194,CA0196200,2013,40287
1195,CA0196200,2012,40376
1196,CA0196200,2011,40185
1197,CA0196200,2010,39718
1198,CA0196200,2009,40507
1199,CA0196200,2008,40691
1200,CA0196300,2017,13402
1201,CA0196300,2016,13528
1202,CA0196300,2015,13491
1203,CA0196300,2014,13371
1204,CA0196300,2013,13308
1205,CA0196300,2012,13364
1206,CA0196300,2011,13302
1207,CA0196300,2010,13147
1208,CA0196300,2009,12792
1209,CA0196300,2008,12902
1210,CA0196400,2017,18339
1211,CA0196400,2016,18401
1212,CA0196400,2015,17867
1213,CA0196400,2014,17254
1214,CA0196400,2013,16936
1215,CA0196400,2012,16492
1216,CA0196400,2011,16414
1217,CA0196400,2010,16223
1218,CA0196400,2009,17239
1219,CA0196400,2008,17145
1220,CA0196900,2017,95717
1221,CA0196900,2016,96791
1222,CA0196900,2015,96775
1223,CA0196900,2014,95981
1224,CA0196900,2013,95591
1225,CA0196900,2012,95966
1226,CA0196900,2011,95506
1227,CA0196900,2010,94396
1228,CA0196900,2009,96651
1229,CA0196900,2008,97179
1230,CA0197000,2017,25961
1231,CA0197000,2016,26256
1232,CA0197000,2015,26287
1233,CA0197000,2014,26041
1234,CA0197000,2013,25937
1235,CA0197000,2012,26045
1236,CA0197000,2011,25920
1237,CA0197000,2010,25619
1238,CA0197000,2009,24462
1239,CA0197000,2008,24608
1240,CA0197100,2017,36500
1241,CA0197100,2016,36527
1242,CA0197100,2015,36524
1243,CA0197100,2014,36272
1244,CA0197100,2013,36269
1245,CA0197100,2012,36148
1246,CA0197100,2011,35976
1247,CA0197100,2010,35558
1248,CA0197100,2009,38909
1249,CA0197100,2008,38627
1250,CA0197200,2017,147482
1251,CA0197200,2016,149078
1252,CA0197200,2015,149243
1253,CA0197200,2014,147971
1254,CA0197200,2013,147534
1255,CA0197200,2012,147851
1256,CA0197200,2011,147148
1257,CA0197200,2010,145438
1258,CA0197200,2009,141109
1259,CA0197200,2008,141819
1260,CA0197300,2017,113
1261,CA0197300,2016,114
1262,CA0197300,2015,115
1263,CA0197300,2014,115
1264,CA0197300,2013,115
1265,CA0197300,2012,114
1266,CA0197300,2011,113
1267,CA0197300,2010,112
1268,CA0197300,2009,90
1269,CA0197300,2008,90
1270,CA0197400,2017,30189
1271,CA0197400,2016,30447
1272,CA0197400,2015,30469
1273,CA0197400,2014,30282
1274,CA0197400,2013,30279
1275,CA0197400,2012,29658
1276,CA0197400,2011,29515
1277,CA0197400,2010,29172
1278,CA0197400,2009,30819
1279,CA0197400,2008,31035
1280,CA0197500,2017,108128
1281,CA0197500,2016,108950
1282,CA0197500,2015,109030
1283,CA0197500,2014,108136
1284,CA0197500,2013,107867
1285,CA0197500,2012,107861
1286,CA0197500,2011,107345
1287,CA0197500,2010,106098
1288,CA0197500,2009,105846
1289,CA0197500,2008,106524
1290,CA0197600,2017,87141
1291,CA0197600,2016,87860
1292,CA0197600,2015,87807
1293,CA0197600,2014,86952
1294,CA0197600,2013,86450
1295,CA0197600,2012,86740
1296,CA0197600,2011,86334
1297,CA0197600,2010,85331
1298,CA0197600,2009,82096
1299,CA0197600,2008,82727
1300,CA0197700,2017,92992
1301,CA0197700,2016,93613
1302,CA0197700,2015,93677
1303,CA0197700,2014,92838
1304,CA0197700,2013,93415
1305,CA0197700,2012,93233
1306,CA0197700,2011,92792
1307,CA0197700,2010,91714
1308,CA0197700,2009,92635
1309,CA0197700,2008,93170
1310,CA0197800,2017,0
1311,CA0197800,2016,0
1312,CA0197800,2015,0
1313,CA0197800,2014,0
1314,CA0197800,2013,0
1315,CA0197800,2012,0
1316,CA0197800,2011,0
1317,CA0197800,2010,0
1318,CA0197800,2009,0
1319,CA0197800,2008,0
1320,CA0198000,2017,42563
1321,CA0198000,2016,42947
1322,CA0198000,2015,42993
1323,CA0198000,2014,42645
1324,CA0198000,2013,42542
1325,CA0198000,2012,42335
1326,CA0198000,2011,42133
1327,CA0198000,2010,41643
1328,CA0198000,2009,41093
1329,CA0198000,2008,41410
1330,CA0198100,2017,0
1331,CA0198100,2016,0
1332,CA0198100,2015,0
1333,CA0198100,2014,0
1334,CA0198100,2013,0
1335,CA0198100,2012,0
1336,CA0198100,2011,0
1337,CA0198100,2010,0
1338,CA0198100,2009,0
1339,CA0198100,2008,0
1340,CA0198200,2017,0
1341,CA0198200,2016,0
1342,CA0198200,2015,0
1343,CA0198200,2014,0
1344,CA0198200,2013,0
1345,CA0198200,2012,0
1346,CA0198200,2011,0
1347,CA0198200,2010,0
1348,CA0198200,2009,0
1349,CA0198200,2008,0
1350,CA0198300,2017,0
1351,CA0198300,2016,0
1352,CA0198300,2015,0
1353,CA0198300,2014,0
1354,CA0198300,2013,0
1355,CA0198300,2012,0
1356,CA0198300,2011,0
1357,CA0198300,2010,0
1358,CA0198300,2009,0
1359,CA0198300,2008,0
1360,CA019900X,2017,20480
1361,CA019900X,2016,20659
1362,CA019900X,2015,20763
1363,CA019900X,2014,20627
1364,CA019900X,2013,20572
1365,CA019900X,2012,20584
1366,CA019900X,2011,20484
1367,CA019900X,2010,20246
1368,CA019900X,2009,20706
1369,CA019900X,2008,20817
1370,CA019960X,2017,160653
1371,CA019960X,2016,161963
1372,CA019960X,2015,162095
1373,CA019960X,2014,160190
1374,CA019960X,2013,159792
1375,CA019960X,2012,159155
1376,CA019960X,2011,158474
1377,CA019960X,2010,156633
1378,CA019960X,2009,148742
1379,CA019960X,2008,147017
1380,CA0199700,2017,0
1381,CA0199700,2016,0
1382,CA0199700,2015,0
1383,CA0199700,2014,0
1384,CA0199700,2013,0
1385,CA0199700,2012,0
1386,CA0199700,2011,0
1387,CA0199700,2010,0
1388,CA0199700,2009,0
1389,CA0199700,2008,0
1390,CA0210000,2017,67748
1391,CA0210000,2016,66929
1392,CA0210000,2015,68544
1393,CA0210000,2014,69664
1394,CA0210000,2013,68325
1395,CA0210000,2012,68721
1396,CA0210000,2011,68222
1397,CA0210000,2010,67427
1398,CA0210000,2009,65881
1399,CA0210000,2008,65455
1400,CA0210500,2017,14423
1401,CA0210500,2016,14491
1402,CA0210500,2015,14527
1403,CA0210500,2014,14411
1404,CA0210500,2013,14239
1405,CA0210500,2012,14181
1406,CA0210500,2011,14066
1407,CA0210500,2010,13903
1408,CA0210500,2009,13230
1409,CA0210500,2008,13205
1410,CA0210600,2017,56698
1411,CA0210600,2016,56263
1412,CA0210600,2015,55782
1413,CA0210600,2014,54756
1414,CA0210600,2013,53735
1415,CA0210600,2012,52942
1416,CA0210600,2011,52514
1417,CA0210600,2010,51904
1418,CA0210600,2009,53374
1419,CA0210600,2008,52662
1420,CA0210900,2017,59144
1421,CA0210900,2016,59435
1422,CA0210900,2015,59598
1423,CA0210900,2014,59292
1424,CA0210900,2013,58725
1425,CA0210900,2012,58854
1426,CA0210900,2011,58391
1427,CA0210900,2010,57713
1428,CA0210900,2009,55544
1429,CA0210900,2008,55589
1430,CA0211100,2017,9210
1431,CA0211100,2016,9263
1432,CA0211100,2015,9288
1433,CA0211100,2014,9232
1434,CA0211100,2013,9133
1435,CA0211100,2012,9142
1436,CA0211100,2011,9067
1437,CA0211100,2010,8962
1438,CA0211100,2009,8675
1439,CA0211100,2008,8682
1440,CA0220000,2017,17253
1441,CA0220000,2016,17271
1442,CA0220000,2015,17524
1443,CA0220000,2014,17729
1444,CA0220000,2013,17815
1445,CA0220000,2012,18360
1446,CA0220000,2011,18466
1447,CA0220000,2010,18251
1448,CA0220000,2009,18008
1449,CA0220000,2008,18062
1450,CA0230000,2017,59483
1451,CA0230000,2016,58976
1452,CA0230000,2015,59683
1453,CA0230000,2014,59639
1454,CA0230000,2013,59478
1455,CA0230000,2012,59959
1456,CA0230000,2011,60306
1457,CA0230000,2010,59605
1458,CA0230000,2009,59468
1459,CA0230000,2008,59350
1460,CA0260000,2017,5966
1461,CA0260000,2016,5858
1462,CA0260000,2015,5969
1463,CA0260000,2014,6074
1464,CA0260000,2013,6136
1465,CA0260000,2012,6069
1466,CA0260000,2011,6038
1467,CA0260000,2010,5968
1468,CA0260000,2009,5284
1469,CA0260000,2008,5258
1470,CA0270000,2017,107088
1471,CA0270000,2016,104296
1472,CA0270000,2015,106386
1473,CA0270000,2014,108019
1474,CA0270000,2013,104614
1475,CA0270000,2012,102869
1476,CA0270000,2011,101390
1477,CA0270000,2010,100213
1478,CA0270000,2009,99641
1479,CA0270000,2008,98407
1480,CA0270400,2017,17603
1481,CA0270400,2016,17343
1482,CA0270400,2015,17061
1483,CA0270400,2014,16986
1484,CA0270400,2013,16922
1485,CA0270400,2012,16765
1486,CA0270400,2011,16522
1487,CA0270400,2010,16330
1488,CA0270400,2009,15511
1489,CA0270400,2008,15145
1490,CA0270600,2017,28584
1491,CA0270600,2016,28506
1492,CA0270600,2015,28491
1493,CA0270600,2014,28512
1494,CA0270600,2013,29338
1495,CA0270600,2012,28508
1496,CA0270600,2011,28137
1497,CA0270600,2010,27810
1498,CA0270600,2009,27554
1499,CA0270600,2008,28326
1500,CA0270700,2017,15716
1501,CA0270700,2016,15795
1502,CA0270700,2015,15734
1503,CA0270700,2014,15612
1504,CA0270700,2013,15518
1505,CA0270700,2012,15437
1506,CA0270700,2011,15218
1507,CA0270700,2010,15041
1508,CA0270700,2009,14502
1509,CA0270700,2008,14567
1510,CA0270800,2017,158313
1511,CA0270800,2016,158729
1512,CA0270800,2015,158185
1513,CA0270800,2014,156908
1514,CA0270800,2013,155742
1515,CA0270800,2012,154413
1516,CA0270800,2011,152210
1517,CA0270800,2010,150441
1518,CA0270800,2009,143660
1519,CA0270800,2008,143520
1520,CA0271100,2017,25560
1521,CA0271100,2016,24805
1522,CA0271100,2015,25170
1523,CA0271100,2014,25807
1524,CA0271100,2013,26637
1525,CA0271100,2012,26253
1526,CA0271100,2011,26041
1527,CA0271100,2010,25738
1528,CA0271100,2009,28748
1529,CA0271100,2008,28685
1530,CA0271200,2017,22030
1531,CA0271200,2016,21539
1532,CA0271200,2015,21094
1533,CA0271200,2014,20530
1534,CA0271200,2013,20426
1535,CA0271200,2012,20227
1536,CA0271200,2011,19950
1537,CA0271200,2010,19718
1538,CA0271200,2009,17837
1539,CA0271200,2008,17865
1540,CA0280200,2017,80958
1541,CA0280200,2016,81115
1542,CA0280200,2015,80749
1543,CA0280200,2014,79572
1544,CA0280200,2013,78761
1545,CA0280200,2012,78589
1546,CA0280200,2011,77819
1547,CA0280200,2010,76915
1548,CA0280200,2009,74736
1549,CA0280200,2008,74420
1550,CA0290800,2017,16429
1551,CA0290800,2016,16326
1552,CA0290800,2015,16331
1553,CA0290800,2014,16161
1554,CA0290800,2013,16146
1555,CA0290800,2012,16304
1556,CA0290800,2011,16370
1557,CA0290800,2010,16180
1558,CA0290800,2009,16447
1559,CA0290800,2008,16317
1560,CA0300000,2017,128848
1561,CA0300000,2016,110376
1562,CA0300000,2015,126480
1563,CA0300000,2014,143084
1564,CA0300000,2013,129143
1565,CA0300000,2012,124142
1566,CA0300000,2011,122583
1567,CA0300000,2010,121160
1568,CA0300000,2009,121892
1569,CA0300000,2008,117003
1570,CA0300100,2017,353400
1571,CA0300100,2016,353504
1572,CA0300100,2015,349471
1573,CA0300100,2014,346956
1574,CA0300100,2013,345320
1575,CA0300100,2012,344526
1576,CA0300100,2011,340218
1577,CA0300100,2010,336265
1578,CA0300100,2009,335970
1579,CA0300100,2008,333746
1580,CA0300200,2017,43000
1581,CA0300200,2016,42465
1582,CA0300200,2015,42043
1583,CA0300200,2014,41359
1584,CA0300200,2013,40600
1585,CA0300200,2012,40253
1586,CA0300200,2011,39744
1587,CA0300200,2010,39282
1588,CA0300200,2009,38637
1589,CA0300200,2008,38762
1590,CA0300300,2017,83552
1591,CA0300300,2016,83768
1592,CA0300300,2015,83684
1593,CA0300300,2014,83414
1594,CA0300300,2013,82632
1595,CA0300300,2012,82505
1596,CA0300300,2011,81477
1597,CA0300300,2010,80530
1598,CA0300300,2009,79525
1599,CA0300300,2008,79431
1600,CA0300400,2017,113267
1601,CA0300400,2016,113816
1602,CA0300400,2015,113477
1603,CA0300400,2014,112709
1604,CA0300400,2013,112538
1605,CA0300400,2012,112635
1606,CA0300400,2011,111253
1607,CA0300400,2010,109960
1608,CA0300400,2009,110150
1609,CA0300400,2008,108898
1610,CA0300500,2017,49064
1611,CA0300500,2016,49557
1612,CA0300500,2015,49560
1613,CA0300500,2014,49370
1614,CA0300500,2013,49067
1615,CA0300500,2012,48976
1616,CA0300500,2011,48364
1617,CA0300500,2010,47802
1618,CA0300500,2009,47181
1619,CA0300500,2008,47212
1620,CA0300700,2017,56704
1621,CA0300700,2016,57291
1622,CA0300700,2015,57392
1623,CA0300700,2014,57024
1624,CA0300700,2013,56805
1625,CA0300700,2012,56674
1626,CA0300700,2011,55963
1627,CA0300700,2010,55313
1628,CA0300700,2009,55570
1629,CA0300700,2008,55524
1630,CA0301000,2017,202244
1631,CA0301000,2016,204071
1632,CA0301000,2015,203233
1633,CA0301000,2014,199152
1634,CA0301000,2013,195842
1635,CA0301000,2012,194677
1636,CA0301000,2011,192226
1637,CA0301000,2010,189992
1638,CA0301000,2009,192911
1639,CA0301000,2008,193241
1640,CA0301100,2017,23261
1641,CA0301100,2016,23486
1642,CA0301100,2015,23485
1643,CA0301100,2014,23371
1644,CA0301100,2013,23313
1645,CA0301100,2012,23283
1646,CA0301100,2011,22990
1647,CA0301100,2010,22723
1648,CA0301100,2009,24019
1649,CA0301100,2008,24035
1650,CA0301200,2017,61878
1651,CA0301200,2016,62483
1652,CA0301200,2015,62488
1653,CA0301200,2014,61964
1654,CA0301200,2013,61740
1655,CA0301200,2012,61731
1656,CA0301200,2011,60947
1657,CA0301200,2010,60239
1658,CA0301200,2009,59120
1659,CA0301200,2008,59202
1660,CA0301300,2017,11671
1661,CA0301300,2016,11774
1662,CA0301300,2015,11789
1663,CA0301300,2014,11708
1664,CA0301300,2013,11735
1665,CA0301300,2012,11728
1666,CA0301300,2011,11584
1667,CA0301300,2010,11449
1668,CA0301300,2009,11668
1669,CA0301300,2008,11687
1670,CA0301400,2017,86910
1671,CA0301400,2016,87482
1672,CA0301400,2015,87749
1673,CA0301400,2014,87759
1674,CA0301400,2013,87639
1675,CA0301400,2012,87286
1676,CA0301400,2011,86187
1677,CA0301400,2010,85186
1678,CA0301400,2009,79912
1679,CA0301400,2008,79821
1680,CA0301500,2017,141130
1681,CA0301500,2016,141841
1682,CA0301500,2015,140572
1683,CA0301500,2014,140767
1684,CA0301500,2013,140304
1685,CA0301500,2012,139692
1686,CA0301500,2011,138020
1687,CA0301500,2010,136416
1688,CA0301500,2009,137132
1689,CA0301500,2008,134852
1690,CA0301700,2017,65596
1691,CA0301700,2016,65915
1692,CA0301700,2015,65755
1693,CA0301700,2014,65397
1694,CA0301700,2013,65295
1695,CA0301700,2012,65089
1696,CA0301700,2011,64269
1697,CA0301700,2010,63522
1698,CA0301700,2009,62821
1699,CA0301700,2008,62719
1700,CA0301900,2017,335699
1701,CA0301900,2016,337419
1702,CA0301900,2015,337304
1703,CA0301900,2014,336462
1704,CA0301900,2013,332848
1705,CA0301900,2012,332482
1706,CA0301900,2011,328343
1707,CA0301900,2010,324528
1708,CA0301900,2009,339196
1709,CA0301900,2008,339674
1710,CA0302100,2017,38767
1711,CA0302100,2016,39066
1712,CA0302100,2015,38921
1713,CA0302100,2014,38791
1714,CA0302100,2013,39128
1715,CA0302100,2012,39124
1716,CA0302100,2011,38635
1717,CA0302100,2010,38186
1718,CA0302100,2009,37583
1719,CA0302100,2008,37557
1720,CA0302200,2017,81246
1721,CA0302200,2016,81642
1722,CA0302200,2015,81953
1723,CA0302200,2014,79046
1724,CA0302200,2013,78836
1725,CA0302200,2012,77400
1726,CA0302200,2011,76428
1727,CA0302200,2010,75540
1728,CA0302200,2009,72286
1729,CA0302200,2008,71272
1730,CA0302400,2017,91863
1731,CA0302400,2016,92582
1732,CA0302400,2015,92640
1733,CA0302400,2014,92217
1734,CA0302400,2013,91885
1735,CA0302400,2012,91908
1736,CA0302400,2011,90756
1737,CA0302400,2010,89701
1738,CA0302400,2009,89057
1739,CA0302400,2008,88730
1740,CA0302600,2017,276115
1741,CA0302600,2016,266663
1742,CA0302600,2015,258198
1743,CA0302600,2014,242971
1744,CA0302600,2013,235830
1745,CA0302600,2012,217528
1746,CA0302600,2011,214872
1747,CA0302600,2010,212375
1748,CA0302600,2009,215673
1749,CA0302600,2008,209278
1750,CA0302700,2017,0
1751,CA0302700,2016,0
1752,CA0302700,2015,0
1753,CA0302700,2014,0
1754,CA0302700,2013,0
1755,CA0302700,2012,0
1756,CA0302700,2011,0
1757,CA0302700,2010,0
1758,CA0302700,2009,0
1759,CA0302700,2008,0
1760,CA030350X,2017,96928
1761,CA030350X,2016,97950
1762,CA030350X,2015,98217
1763,CA030350X,2014,97124
1764,CA030350X,2013,95895
1765,CA030350X,2012,95599
1766,CA030350X,2011,94402
1767,CA030350X,2010,93305
1768,CA030350X,2009,94552
1769,CA030350X,2008,94702
1770,CA030420X,2017,31715
1771,CA030420X,2016,32045
1772,CA030420X,2015,31139
1773,CA030420X,2014,31035
1774,CA030420X,2013,31134
1775,CA030420X,2012,31090
1776,CA030420X,2011,30701
1777,CA030420X,2010,30344
1778,CA030420X,2009,31816
1779,CA030420X,2008,31861
1780,CA0310100,2017,14069
1781,CA0310100,2016,14078
1782,CA0310100,2015,14118
1783,CA0310100,2014,14042
1784,CA0310100,2013,13779
